2241074,No motion and no rotation.
0,-0.02233,0.01409,-1.00069,-0.62414,-0.06066,0.34611
0.00798323,-0.02138,0.01535,-1.00157,-0.51834,-0.11257,0.07731
0.01600036,-0.02208,0.01536,-1.00459,-0.34269,0.0376,0.21736
0.02398894,-0.02254,0.01524,-1.00358,-0.67579,-0.17758,0.22663
0.03199582,-0.02242,0.01533,-1.00101,-0.28184,-0.10901,0.14849
0.03997994,-0.02427,0.0152,-1.00146,-0.11956,-0.21153,0.2705
0.04798547,-0.02185,0.01501,-1.00224,-0.29212,0.16524,0.4367
0.05598298,-0.02266,0.01464,-1.00046,-0.63213,-0.13533,0.07665
0.06398673,-0.02196,0.01524,-1.00314,-0.51003,-0.06989,0.28695
0.0719713,-0.02266,0.0149,-1.0047,-0.53302,-0.09061,0.45685
0.07998219,-0.02301,0.01479,-1.00448,-0.3136,0.00688,0.33769
0.08798862,-0.02254,0.01512,-1.00302,-0.29117,-0.09875,0.07871
0.09597407,-0.02232,0.01442,-1.00013,-0.68549,-0.1674,0.18652
0.10400192,-0.02242,0.01543,-0.99978,-0.58207,-0.1026,0.23673
0.11197444,-0.02208,0.01535,-1.00269,-0.28944,-0.09913,-0.06169
0.11998488,-0.02207,0.01547,-1.00403,-0.55836,0.16089,0.26507
0.12798149,-0.02195,0.01581,-1.00391,-0.12601,-0.23367,-0.06963
0.13599105,-0.02231,0.01524,-1.00425,-0.47696,-0.12255,0.0576
0.14398275,-0.02195,0.01579,-1.00157,-0.6026,-0.18732,0.13723
0.15199141,-0.02254,0.01508,-0.99822,-0.25129,0.02874,0.32796
0.15999025,-0.02265,0.01556,-1.00179,-0.64186,-0.06173,0.10613
0.16799758,-0.02163,0.01458,-1.00493,-0.27628,0.10088,-0.08296
0.17597991,-0.02228,0.01671,-1.00435,-0.34378,0.03797,0.3073
0.18398277,-0.02114,0.01617,-1.00536,-0.23965,0.09198,0.28763
0.19198206,-0.02196,0.01524,-1.00314,-0.65196,-0.08294,0.06624
0.19996885,-0.02209,0.01452,-0.998,-0.45628,-0.01664,0.16701
