2241074, No translation, but rotation 90°about the Y axis(where Z is up and Y is forward) 
0,-0.01968,0.01021,-1.0024,-0.58559,-0.05764,0.00949
0.00803365,-0.01968,0.00982,-1.00076,-0.45072,-0.18883,0.09156
0.01601955,-0.01953,0.00995,-1.00251,-0.3875,0.41505,0.06421
0.02400992,-0.0201,0.01017,-1.00251,-0.70414,0.02197,0.2249
0.03200921,-0.02159,0.01073,-1.00374,-0.43395,-0.0275,0.0172
0.04000091,-0.02207,0.00982,-1.00397,-0.47789,0.06765,0.3362
0.04801136,-0.02228,0.01071,-1.00251,-0.35473,-0.05702,0.25791
0.05603072,-0.02296,0.01113,-0.99994,-0.28077,-0.0458,0.12839
0.06400458,-0.02271,0.01227,-1.00048,0.03873,-0.12556,0.08106
0.0720061,-0.0227,0.01296,-1.00137,-0.15812,-0.26552,-0.00029
0.08000494,-0.02203,0.01185,-1.00339,-0.30516,-0.43606,0.02095
0.08801673,-0.02274,0.01049,-1.00407,-0.40465,-0.61547,0.37132
0.09603074,-0.0216,0.01026,-1.00229,-0.55222,-0.27079,0.14812
0.10401486,-0.01998,0.01027,-1.00084,-0.31195,-0.48734,0.52097
0.11205431,-0.01896,0.00949,-0.99995,-0.79942,-0.28505,0.09662
0.1204427,-0.02023,0.00937,-1.00151,-0.40051,-0.37348,0.28974
0.12801808,-0.01943,0.00929,-1.00364,-0.37903,0.47889,0.28407
0.13599506,-0.02024,0.00883,-1.00398,-0.58573,0.51815,0.3524
0.14399212,-0.01953,0.00963,-1.00486,-0.10901,0.2926,-0.0533
0.15202086,-0.02103,0.0095,-1.00442,-0.66536,0.60065,0.2014
0.16001033,-0.02066,0.01118,-1.00228,-0.47781,0.12036,0.38581
0.16800962,-0.02179,0.01194,-0.99982,-0.23519,0.30187,0.14612
0.1760339,-0.02261,0.0117,-0.99948,-0.8118,-0.35867,0.18699
0.18398634,-0.02259,0.01228,-1.00138,-0.77588,-0.22203,-0.07436
0.191995,-0.02274,0.01061,-1.0043,-0.50487,0.03464,-0.02392
0.20001035,-0.02395,0.01374,-1.00181,-1.04179,0.07953,0.05251
0.20805694,-0.02181,0.0112,-1.00597,-0.91181,0.06133,0.37336
0.21603303,-0.02205,0.01082,-1.0015,-1.13812,-0.11084,0.13306
0.22400956,-0.02103,0.00979,-0.99838,-0.89802,0.0186,0.04394
0.2320151,-0.02069,0.00923,-0.99817,-0.72302,0.13729,0.20419
0.24001439,-0.01956,0.00824,-1.00018,-0.60411,-0.38766,0.04864
0.24802394,-0.01897,0.00919,-1.00453,-0.90543,0.16549,-0.03725
0.25602367,-0.01978,0.00897,-1.00666,-0.84547,-0.12613,0.65492
0.26402296,-0.02035,0.00916,-1.00386,-0.41224,-0.04849,-0.09289
0.27200842,-0.02104,0.00935,-1.0004,-0.14954,-0.19102,0.23018
0.28000459,-0.0208,0.00946,-0.99894,-0.3605,0.13169,0.08668
0.28800298,-0.02135,0.01083,-1.00228,-0.42433,-0.00589,0.09719
0.29600807,-0.02182,0.0104,-1.00553,-0.03016,0.06266,0.00924
0.30440003,-0.02296,0.01129,-1.00485,-0.56328,-0.11237,0.37684
0.31202673,-0.02345,0.0099,-1.00229,-0.24846,0.12313,0.1971
0.31999166,-0.02284,0.0116,-1.00149,-0.55049,-0.17612,0.10751
0.32799319,-0.02229,0.01023,-0.99849,-0.57304,0.39123,0.02354
0.33600898,-0.02146,0.01116,-1.00072,-0.39399,0.23726,0.40555
0.34397927,-0.02159,0.01038,-1.0024,-0.47517,0.0143,0.056
0.35200623,-0.0209,0.0104,-1.00407,-0.54816,0.07664,0.18576
0.35999481,-0.02055,0.01063,-1.00351,-0.61135,0.04439,0.25553
0.36799811,-0.02022,0.00995,-1.00374,-0.76693,-0.31663,-0.06341
0.3759974,-0.02035,0.00914,-1.00163,-0.72079,-0.21959,0.48647
0.38400205,-0.02125,0.01002,-0.99972,-0.6994,-0.45183,0.17837
0.3920058,-0.02207,0.00947,-1.00241,-0.59006,-0.00813,0.14609
0.40000732,-0.02252,0.01015,-1.00352,-0.74708,-0.11556,0.21525
0.40801821,-0.02289,0.00866,-1.00208,-0.78866,0.63037,0.1904
0.41599563,-0.0222,0.00878,-1.00085,-0.58409,0.80248,0.52038
0.42401411,-0.02277,0.00922,-1.00029,-0.36199,0.81495,0.092
0.43200269,-0.0223,0.00968,-1.00118,-0.04749,1.21903,0.1213
0.43999752,-0.02276,0.00968,-1.0014,0.1355,1.11694,0.25312
0.44798074,-0.02102,0.01015,-1.00151,-0.15151,1.10172,0.06145
0.45598584,-0.02018,0.01177,-1.00473,-0.168,1.2692,-0.10052
0.46399093,-0.01986,0.01077,-1.00563,-0.4952,0.96042,0.1699
0.47199022,-0.01953,0.00997,-1.00464,-0.48599,0.70774,-0.00834
0.47999174,-0.01781,0.0093,-1.00285,-0.59628,0.28607,0.12405
0.4880062,-0.01829,0.00848,-1.00007,-0.54892,-0.01813,0.14618
0.49597916,-0.01849,0.00973,-1.00129,-0.29718,-0.47762,0.17108
0.50398023,-0.01978,0.00872,-1.00364,-0.44147,-0.49033,0.14035
0.51198265,-0.02081,0.00917,-1.00543,-0.75117,-0.48423,0.15826
0.51999934,-0.02285,0.0107,-1.00229,-0.48975,-0.31227,0.05887
0.52799952,-0.02285,0.01069,-1.0015,-0.52909,-0.0706,0.15691
0.53599747,-0.02402,0.00974,-0.99749,-0.20116,0.72341,0.34354
0.54399364,-0.02342,0.0111,-0.99714,-0.47863,1.30713,0.02754
0.55198936,-0.02228,0.0108,-0.99927,-0.82004,1.46056,0.26448
0.56001141,-0.02215,0.0114,-1.00373,-0.70218,1.84083,0.31263
0.56798705,-0.01999,0.00974,-1.00531,-0.45355,1.04529,0.22975
0.57599124,-0.01954,0.0093,-1.00609,-0.1432,1.22886,0.36046
0.58398295,-0.01609,0.00876,-1.00375,-0.38242,0.79351,0.05166
0.59200142,-0.01675,0.01053,-1.00016,-0.48115,0.13972,-0.1652
0.5999842,-0.01633,0.00863,-1.00185,-0.48148,-0.29053,0.24867
0.60799822,-0.01368,0.0086,-1.00755,-0.73815,-0.76739,0.48009
0.61596538,-0.01805,0.00885,-1.00409,-0.67394,-1.56727,0.28608
0.62400528,-0.01898,0.01464,-1.00772,-1.18677,-1.58602,0.01224
0.63199787,-0.01869,0.00558,-1.00579,-1.52872,-1.79132,-0.08849
0.6399927,-0.02143,0.00658,-0.99339,-0.83615,-2.28608,0.13
0.64798842,-0.02199,0.00753,-1.00042,-0.61333,-2.82051,-0.09551
0.65599574,-0.02116,0.0087,-1.00375,-0.39252,-3.88261,-0.7203
0.66398477,-0.02196,0.00937,-1.00386,-0.63596,-4.61348,-0.9985
0.67199164,-0.02584,0.0111,-1.00072,0.28268,-4.79827,-0.31744
0.67999272,-0.02276,0.0096,-1.00565,0.17832,-5.34631,0.0269
0.68799692,-0.01793,0.00939,-1.0148,0.13497,-6.99169,-0.71577
0.6960029,-0.01882,0.01084,-1.01345,-0.20699,-9.53199,0.05269
0.7039888,-0.0282,0.00848,-1.00119,-0.08596,-11.94085,0.27064
0.71197337,-0.01844,0.01297,-1.02493,-0.46881,-12.50353,0.58178
0.71998247,-0.0148,0.01038,-1.03389,-0.89726,-16.44885,0.20606
0.72796034,-0.01824,0.01136,-1.03545,-0.99978,-21.57699,0.61009
0.7359815,-0.02605,0.0125,-1.01992,-1.4454,-26.5641,0.53118
0.74398659,-0.03152,0.0093,-1.00979,-2.47316,-28.88571,0.26015
0.75196892,-0.01585,0.00373,-1.05317,-1.31041,-35.37573,0.38189
0.75998695,-0.0266,0.01432,-1.05073,-1.67068,-43.97275,0.45836
0.76798223,-0.05709,0.00975,-1.00723,-2.03282,-50.93715,0.73328
0.77599401,-0.07473,0.00919,-0.97832,-2.53656,-48.03715,1.12997
0.7839692,-0.06771,0.00893,-1.00602,-2.06569,-45.41986,0.8454
0.79198456,-0.07372,0.00781,-1.0029,-2.96744,-46.83677,-0.33411
0.79997983,-0.08439,0.01046,-0.99686,-3.22564,-45.87121,-0.1312
0.80799474,-0.08273,0.00699,-1.01331,-2.41151,-47.53359,-0.12458
0.81598109,-0.08623,0.00465,-1.00931,-3.077,-49.56751,-1.03022
0.82398395,-0.09598,0.00089,-1.00645,-3.868,-50.75226,-2.58607
0.8319694,-0.1015,0.00741,-1.00974,-4.10565,-50.57855,-3.22236
0.83999368,-0.08914,-0.00287,-1.02167,-5.05058,-51.75517,-4.83962
0.84797245,-0.11181,0.03481,-1.04567,-6.31663,-56.25402,-3.11781
0.85598691,-0.10959,-0.0241,-1.01674,-8.95294,-60.45574,-4.64514
0.86395362,-0.13966,0.01256,-1.03418,-9.1081,-63.57939,-6.254
0.87198192,-0.1501,0.01465,-1.02925,-13.72446,-64.7284,-5.46199
0.8799763,-0.15015,0.00011,-1.03531,-16.88854,-68.07939,-5.10802
0.88798273,-0.16228,-0.00765,-1.01785,-15.08345,-72.07544,-5.07899
0.89597666,-0.18268,-0.00249,-0.98811,-13.07697,-73.82752,-5.63711
0.9039822,-0.19039,-0.00207,-0.96655,-9.83775,-72.81105,-5.33109
0.91196899,-0.21015,0.00062,-0.93772,-8.5215,-69.35746,-4.66213
0.91999015,-0.21756,-0.00721,-0.93289,-6.99392,-62.80659,-4.48551
